meeting date,track,race number,start time,distance,age restrictions,class restrictions,weight restrictions,race prizemoney,sex restrictions,weight type,race name,jockeys can claim,horse name,horse age,horse sex,horse sire,horse dam,horse number,horse jockey,horse barrier,horse trainer,horse weight,horse claim,horse last10,horse record,horse record distance,horse record track,horse record track distance,horse record firm,horse record good,horse record soft,horse record heavy,horse record jumps,horse record first up,horse record second up,horse prize money,form barrier,form class,form distance,form jockey,form margin,form meeting date,form name,form other runners,form position,form price,form time,form track,form track condition,form weight,horse record synthetic,meeting id, race id, horse id, horse trainer id, horse jockey id, form trainer id, form jockey id,prizemoney,sectional,prizemoney won,country
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Diamonds'n'rubies,5,Mare,Maschino,Brittella,6,Holly Watson,6,Mitchell Pateman,55.5,0,41x3045x1211,13:4-1-2,4: 2-0-0,4: 2-1-1,2: 2-0-0,0:0-0-0,9:1-0-2,3:2-1-0,1:1-0-0,0:0-0-0,4:1-0-2,4:0-1-0,$187 512,8,Class 1,1300,H Watson,0.8,12/11/25,Schweppes Hcp (C1),1-Lanfranco,3,4.8,01:17.79,Belmont Park,Good 4,58,0:0-0-0,235255,1310459,1119940,27979,16516,27979,16516,$30000,35.31sec 600m,$2640,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Diamonds'n'rubies,5,Mare,Maschino,Brittella,6,Holly Watson,6,Mitchell Pateman,55.5,0,41x3045x1211,13:4-1-2,4: 2-0-0,4: 2-1-1,2: 2-0-0,0:0-0-0,9:1-0-2,3:2-1-0,1:1-0-0,0:0-0-0,4:1-0-2,4:0-1-0,$187 512,1,Maiden,1300,H Watson,2.8,10/07/25,Save The Date Northam Cup ? 26 Oct Mdn,2-Ankareeda,1,2.8,01:17.92,Northam,Soft 5,56,0:0-0-0,231757,1283988,1119940,27979,16516,27979,16516,$25000,00.00sec 0m,$13700,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Diamonds'n'rubies,5,Mare,Maschino,Brittella,6,Holly Watson,6,Mitchell Pateman,55.5,0,41x3045x1211,13:4-1-2,4: 2-0-0,4: 2-1-1,2: 2-0-0,0:0-0-0,9:1-0-2,3:2-1-0,1:1-0-0,0:0-0-0,4:1-0-2,4:0-1-0,$187 512,9,Maiden,1100,H Watson,1.4,25/06/25,Pro Con Australia Mdn,1-Silent Amarda,4,3.7,01:04.11,Northam,Good 4,55,0:0-0-0,231294,1280402,1119940,27979,16516,27979,16516,$25000,34.38sec 600m,$975,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,12,Class 5,1300,W Pike,5.6,22/07/26,TABtouch Share My Bet Hcp (C5),1-Millstee,10,12,01:17.82,Pinjarra Scarpside,Good 4,57,0:0-0-0,241575,1357903,946532,28454,15260,28454,12691,$30000,34.14sec 600m,$540,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,4,BenchMark 70+,1400,J Mc Naught,2.6,05/07/26,Magic Millions Digital (Bm70+),1-Monty Zoomer,4,8,01:24.35,Kalgoorlie,Soft 5,56,0:0-0-0,241090,1354006,946532,28454,15260,21068,16126,$24000,00.00sec 0m,$936,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,3,BenchMark 70+,1400,J Mc Naught,0.9,07/06/26,Hot Dub Time Machine After Party Oct 3rd (Bm70+),1-Prawns Eleven,2,31,01:24.32,Kalgoorlie,Soft 5,55.5,0:0-0-0,240238,1347517,946532,28454,15260,21068,16126,$24000,00.00sec 0m,$4464,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,9,BenchMark 70+,1300,Z Johnston-Porter,5.3,17/05/26,Goldfields Little Loads - Irene Lugg Memorial (Bm70+),1-Dont Wait For Luck,4,15,01:17.75,Kalgoorlie,Soft 5,56.5,0:0-0-0,239640,1343040,946532,28454,15260,21068,17062,$24000,00.00sec 0m,$936,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,6,BenchMark 70+,1200,Z Johnston-Porter,2.3,10/05/26,Lakes Electrical Peter Palmer Memorial (Bm70+),1-Boab Boy,5,101,01:11.07,Kalgoorlie,Good 4,56.5,0:0-0-0,239439,1341532,946532,28454,15260,21068,17062,$24000,00.00sec 0m,$696,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,9,BenchMark 64+,1200,Z Johnston-Porter,6.5,12/04/26,Thank You Topex & Access Hire (Bm64+),1-Just Famous,6,51,01:10.62,Kalgoorlie,Good 4,60.5,0:0-0-0,238689,1336040,946532,28454,15260,21068,17062,$24000,00.00sec 0m,$432,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,1,BenchMark 70+,1400,A Galati,5.4,20/02/26,Drake-Brockman Building (Bm70+),1-Debonnaire,5,7.5,01:24.69,Esperance,Good 4,59,0:0-0-0,237461,1326803,946532,28454,15260,21068,16335,$30000,35.39sec 600m,$870,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,1,BenchMark 70+,1400,W Wheatley,4.2,17/01/26,Spotty's Mechanical (Bm70+),1-Dothraki,7,41,01:23.96,Esperance,Good 4,59,0:0-0-0,236756,1321631,946532,28454,15260,21068,10619,$22000,36.02sec 600m,$396,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,6,BenchMark 70+,1200,J Tsang,9.2,02/01/26,Kalgoorlie Miner (Bm70+),1-Dadirra,10,11,01:10.30,Esperance,Good 4,57,0:0-0-0,236463,1319449,946532,28454,15260,21068,17796,$22000,34.46sec 600m,$396,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Celebrity Prince,7,Gelding,Xtravagant,Celebrity Miss,7,Brayden Gaerth,4,Mack Hall,54,0,0x075654240,32:4-5-2,9: 1-1-0,8: 2-1-2,2: 1-0-0,0:0-0-0,19:1-3-2,12:3-2-0,1:0-0-0,0:0-0-0,7:1-1-1,5:1-0-0,$195 879,11,BenchMark 70+,1300,Z Johnston-Porter,6.3,07/09/25,Willweld Coolgardie Sprint (Bm70+),1-Secret Attire,11,31,01:18.30,Kalgoorlie,Good 4,58.5,0:0-0-0,233369,1296690,946532,28454,15260,21068,17062,$24000,35.62sec 600m,$0,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,2,Rest 1 Metro Win,1800,B Louis,0.3,25/04/26,Reliable Asset Maintenance (Rs1mw),1-Uni Queen,2,4.2,01:51.91,Ascot,Good 4,56,0:0-0-0,239022,1338490,999215,26946,16166,19761,16166,$60000,35.11sec 600m,$11160,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,7,BenchMark 66+,1800,B Louis,4.3,01/04/26,Bisley Workwear (Bm66+),1-Black For Cash,6,7,01:50.64,Ascot,Soft 5,54,0:0-0-0,238354,1333696,999215,26946,16166,19761,16166,$80000,36.90sec 600m,$1440,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,5,Rest 1 Metro Win,1800,B Louis,2.3,28/02/26,Peters Investments (Rs1mw),2-Manzor Magic,1,3.5,01:51.87,Ascot,Good 4,55.5,0:0-0-0,237645,1328282,999215,26946,16166,19761,16166,$60000,35.41sec 600m,$32880,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,7,Rest 1 Metro Win,1800,B Louis,0.3,07/02/26,Andrich Cousins Reunion (Rs1mw),1-Lillian,2,13,01:49.30,Ascot,Good 4,54.5,0:0-0-0,237166,1324588,999215,26946,16166,19761,16166,$60000,35.25sec 600m,$11160,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,12,Rest 1 Metro Win,1800,B Louis,0.8,17/01/26,Reliable Asset Maintenance (Rs1mw),1-Invincible Thief,3,41,01:51.53,Ascot,Good 4,54.5,0:0-0-0,236758,1321645,999215,26946,16166,19761,16166,$60000,35.20sec 600m,$5280,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,9,Rst 0 Met Win-LY,1600,B Louis,1.8,10/01/26,TABtouch - Westspeed Platinum (Rs0ly),1-Impressive Jewel,6,17,01:37.34,Ascot,Good 4,54,0:0-0-0,236611,1320510,999215,26946,16166,19761,16166,$40000,35.93sec 600m,$720,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,4,Rest 1 Metro Win,1600,S O'Donnell,7.2,01/01/26,Liquor Barons (Rs1mw),1-Belta Of A Song,9,6.5,01:37.28,Ascot,Good 4,54,0:0-0-0,236427,1319149,999215,26946,16166,19761,4615,$60000,35.64sec 600m,$1080,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,5,BenchMark 66+,1600,B Louis,3.2,20/12/25,Ducimus & Rommel At Ridgeport Westspeed Platinum Mile (Bm66+),1-Auto Cruise,7,151,01:36.88,Ascot,Good 4,54,0:0-0-0,236215,1317535,999215,26946,16166,19761,16166,$125000,35.28sec 600m,$2250,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,7,Open,1400,B Louis,2.3,06/12/25,TABtouch ? Westspeed Platinum Series Final,1-Auto Cruise,3,91,01:24.76,Ascot,Good 4,55,0:0-0-0,235813,1314941,999215,26946,16166,19761,16166,$100000,35.35sec 600m,$8800,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Classic Impact,5,Mare,Universal Ruler,Classic Pro,8,Brandon Louis,2,Daniel O'Connor,54,0,9379632162x,31:2-4-3,14: 1-2-2,8: 0-1-0,5: 0-1-0,0:0-0-0,25:2-4-3,6:0-0-0,0:0-0-0,0:0-0-0,3:0-0-0,3:0-1-0,$196 175,11,Rst 0 Met Win-LY,1400,C Cooper,2.3,22/11/25,TABtouch - Westspeed Platinum Series Heat 3 (Rs0ly),1-Bartime,9,101,01:24.25,Ascot,Good 4,53,0:0-0-0,235506,1312516,999215,26946,16166,19761,17382,$40000,36.09sec 600m,$720,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,2,Rest 1 Metro Win,1650,L Ramoly,8.6,18/07/26,Peters Investments (Rs1mw),1-Western Miss,10,51,01:43.32,Belmont Park,Soft 7,55.5,0:0-0-0,241452,1356902,940465,10820,16432,10820,16432,$60000,36.05sec 600m,$1080,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,8,Rest 1 Metro Win,1400,L Ramoly,2.1,11/07/26,Lawn Pride Australia (Rs1mw),1-Diamonds'n'rubies,4,61,01:25.70,Belmont Park,Good 4,56.5,0:0-0-0,241265,1355407,940465,10820,16432,10820,16432,$60000,35.65sec 600m,$2340,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,15,Rest 1 Metro Win,1300,J Mc Naught,7.7,04/07/26,Happy 60th Birthday Tim Helfer (Rs1mw),1-Conducive,16,201,01:18.92,Belmont Park,Soft 6,56,0:0-0-0,241063,1353816,940465,10820,16432,10820,16126,$60000,36.64sec 600m,$0,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,4,BenchMark 66+,1200,J Mc Naught,5.7,20/06/26,Lawn Pride Australia (Bm66+),1-Magnique,11,201,01:11.35,Belmont Park,Good 4,54.5,0:0-0-0,240643,1350610,940465,10820,16432,10820,16126,$80000,35.27sec 600m,$0,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,8,Rest 1 Metro Win,1200,J Mc Naught,5.9,06/06/26,Swan Draught (Rs1mw),1-Spicy Thang,9,151,01:11.02,Belmont Park,Good 4,56.5,0:0-0-0,240215,1347369,940465,10820,16432,10820,16126,$60000,34.52sec 600m,$1080,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,1,Rest 1 Metro Win,1600,C Parnham,2.9,13/12/25,PKF Perth (Rs1mw),1-Soldanelle,7,8,01:36.81,Ascot,Good 4,59,0:0-0-0,235977,1316113,940465,10820,16432,10820,15179,$60000,35.56sec 600m,$1080,AUS
01/08/2026 00:00:00,Belmont Park,2,01-Aug-2026 12:59,1400,3yo+,BenchMark 66+,54,Of $80000  -  1st  $43840 | 2nd  $14880| 3rd  $7040| 4th  $3120| 5th  $2320,,Handicap,Congratulations William Pike - Leading Jockey 25/26 (Bm66+),Apprentices Can Claim,Kelora,8,Gelding,Oratorio,Kelvin Rose,9,Laqdar Ramoly,5,N D Parnham,54,0,23357x90040,45:4-4-6,19: 3-4-2,21: 1-1-1,8: 1-1-1,0:0-0-0,30:2-3-5,13:2-1-1,2:0-0-0,0:0-0-0,6:0-0-0,6:0-0-1,$134 425,1,Class 5,1500,C Parnham,3.5,30/11/25,Alcoa Pinjarra Grandstand Cup (C5),1-Deamber,5,4,01:29.56,Pinjarra,Good 3,57,0:0-0-0,235693,1313946,940465,10820,16432,10820,15179,$40000,35.63sec 600m,$1160,AUS
